strain	virus	accession	date	region	country	division	location	host	source	locus	authors	url	title	journal	puburl
KZNhmSPU0377	rabies	DQ841548	?	africa	south_africa	south_africa	south_africa	human	genbank	genome	?	?	?	?	?
KZNshp03433	rabies	DQ841403	?	africa	south_africa	south_africa	south_africa	sheep	genbank	genome	?	?	?	?	?
KZ_East_/cat/5303	rabies	KT965734	2014-XX-XX	west_asia	kazakhstan	kazakhstan	kazakhstan	cat	genbank	genome	?	?	?	?	?
KZ_East_/cattle/5304	rabies	KT965735	2014-XX-XX	west_asia	kazakhstan	kazakhstan	kazakhstan	cattle	genbank	genome	?	?	?	?	?
KZ_South_/jackal/5300	rabies	KT965733	2014-XX-XX	west_asia	kazakhstan	kazakhstan	kazakhstan	jackal	genbank	genome	?	?	?	?	?
KZ_West_/cattle/5328	rabies	KT965737	2014-XX-XX	west_asia	kazakhstan	kazakhstan	kazakhstan	cattle	genbank	genome	?	?	?	?	?
Kh1710	rabies	KP860190	2013-07-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh1830	rabies	KP860191	2013-07-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh1879	rabies	KP860143	2013-08-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh2261	rabies	KP860144	2013-08-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh2774	rabies	KP860145	2013-08-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh3206	rabies	KP860195	2013-09-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh3597	rabies	KP860147	2013-09-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kh3975	rabies	KP860197	2013-10-XX	china	taiwan	taiwan	taiwan	badger	genbank	genome	?	?	?	?	?
Kha_f1_15	rabies	KY242672	2015-XX-XX	west_asia	russia	russia	russia	fox	genbank	genome	?	?	?	?	?
Kha_f2_15	rabies	KY242673	2015-XX-XX	west_asia	russia	russia	russia	fox	genbank	genome	?	?	?	?	?
Kha_f3_15	rabies	KY242674	2015-XX-XX	west_asia	russia	russia	russia	fox	genbank	genome	?	?	?	?	?
Kha_f4_15	rabies	KY242675	2015-XX-XX	west_asia	russia	russia	russia	fox	genbank	genome	?	?	?	?	?
Kinkajou	rabies	KC792208	2006-01-01	south_america	peru	peru	peru	kinkajou	genbank	genome	?	?	?	?	?
Komatsugawa	rabies	AB010552	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
Kyoto	rabies	AB573762	2006-XX-XX	japan_korea	japan	japan	japan	human	genbank	genome	?	?	?	?	?
Kyoto_G_S204N_	rabies	LC009633	?	japan_korea	japan	japan	japan	unknown	genbank	genome	?	?	?	?	?
L/1994/L/POL	rabies	JN190367	1995-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
L/1995/L/POL	rabies	JN596883	1995-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
L/2000/L/1/POL	rabies	JN596890	2000-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
L/2000/L/POL	rabies	JN190373	2000-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
L0116088	rabies	KM366325	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0324078	rabies	KM366226	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0411161	rabies	KM366264	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0524176	rabies	KM366278	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0705247	rabies	KM366304	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0920218	rabies	KM366242	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L0925517	rabies	KM366271	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L1025187	rabies	KM366321	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L1213232	rabies	KM366240	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
L1226153	rabies	KM366290	2001-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
LA179	rabies	KC792209	1994-01-01	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
LA2210	rabies	KC792210	1994-01-11	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
LA3034	rabies	KC792211	1995-09-12	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
LA492	rabies	KC792212	1994-01-08	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
LACAN	rabies	AF346878	2006-01-04	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
LACT	rabies	AF346881	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
LAFLA	rabies	AF346879	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
LAH60	rabies	JQ686007	2010-XX-XX	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
LANKADOG	rabies	KF831572	1986-XX-XX	south_asia	sri_lanka	sri_lanka	sri_lanka	dog	genbank	genome	?	?	?	?	?
LASK2209	rabies	KC792213	1994-01-11	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
LAT/2015/brain1	rabies	LT993237	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
LAT/2015/brain2	rabies	LT993238	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
LATEX	rabies	AF352658	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
LB19	rabies	MG201921	2012-03-05	china	china	china	china	dog	genbank	genome	?	?	?	?	?
LC_NY	rabies	KC792214	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
LEP	rabies	GU936866	1939-XX-XX	north_america	usa	usa	usa	unknown	genbank	genome	?	?	?	?	?
LH	rabies	EU159397	2006-XX-XX	china	china	china	china	dog	genbank	genome	?	?	?	?	?
LH01	rabies	KU845617	2015-04-23	china	china	china	china	human	genbank	genome	?	?	?	?	?
LIMADOG	rabies	KF831540	1985-XX-XX	south_america	peru	peru	peru	dog	genbank	genome	?	?	?	?	?
LL	rabies	KY203168	2003-07-07	north_america	canada	canada	canada	bat	genbank	genome	?	?	?	?	?
LRBR1004_14	rabies	KU550097	2014-07-15	north_america	costa_rica	costa_rica	costa_rica	dog	genbank	genome	?	?	?	?	?
LS1979	rabies	AF533810	?	south_america	chile	chile	chile	unknown	genbank	genome	?	?	?	?	?
LS2063	rabies	AF533814	?	south_america	chile	chile	chile	unknown	genbank	genome	?	?	?	?	?
LS25	rabies	AF533782	?	south_america	chile	chile	chile	unknown	genbank	genome	?	?	?	?	?
LS87	rabies	AF533783	?	south_america	chile	chile	chile	unknown	genbank	genome	?	?	?	?	?
LSE0304_14	rabies	KU550098	2014-07-16	north_america	costa_rica	costa_rica	costa_rica	human	genbank	genome	?	?	?	?	?
LSE0355_14	rabies	KU550099	2014-07-28	north_america	costa_rica	costa_rica	costa_rica	cattle	genbank	genome	?	?	?	?	?
LSE0453_14	rabies	KU550103	2014-08-18	north_america	costa_rica	costa_rica	costa_rica	human	genbank	genome	?	?	?	?	?
LSE0565_14	rabies	KU550100	2014-09-05	north_america	costa_rica	costa_rica	costa_rica	cattle	genbank	genome	?	?	?	?	?
LSE0582_14	rabies	KU550101	2014-09-18	north_america	costa_rica	costa_rica	costa_rica	cattle	genbank	genome	?	?	?	?	?
LSE0592_14	rabies	KU550102	2014-09-23	north_america	costa_rica	costa_rica	costa_rica	cattle	genbank	genome	?	?	?	?	?
LU	rabies	DQ849074	1993-XX-XX	china	china	china	china	deer	genbank	genome	?	?	?	?	?
LVC04	rabies	DQ652193	1999-XX-XX	south_america	brazil	brazil	brazil	unknown	genbank	genome	?	?	?	?	?
LVC06	rabies	DQ661008	1999-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC100	rabies	DQ835600	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC113	rabies	DQ835601	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC116	rabies	DQ835602	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC12	rabies	DQ661009	1999-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC131	rabies	DQ835603	2003-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC135	rabies	DQ835604	2003-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC139	rabies	DQ835605	2004-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC14	rabies	DQ661010	1999-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC144	rabies	DQ835606	2004-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC145	rabies	DQ835607	2004-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC149	rabies	DQ661018	2004-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
LVC150	rabies	DQ835608	2003-XX-XX	south_america	brazil	brazil	brazil	horse	genbank	genome	?	?	?	?	?
LVC154	rabies	DQ835609	2004-XX-XX	south_america	brazil	brazil	brazil	horse	genbank	genome	?	?	?	?	?
LVC156	rabies	DQ835610	2004-XX-XX	south_america	brazil	brazil	brazil	horse	genbank	genome	?	?	?	?	?
LVC157	rabies	DQ835611	2004-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC24	rabies	DQ661011	1999-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC32	rabies	DQ661012	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC39	rabies	DQ661013	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC41	rabies	DQ661014	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC46	rabies	DQ661015	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC47	rabies	DQ661016	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC51	rabies	DQ661017	1999-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
LVC53	rabies	DQ835591	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC57	rabies	DQ835592	2001-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC58	rabies	DQ835593	2001-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC62	rabies	DQ835594	2001-XX-XX	south_america	brazil	brazil	brazil	horse	genbank	genome	?	?	?	?	?
LVC67	rabies	DQ835595	2001-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC77	rabies	DQ835596	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC85	rabies	DQ835597	2002-XX-XX	south_america	brazil	brazil	brazil	horse	genbank	genome	?	?	?	?	?
LVC88	rabies	DQ835598	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
LVC92	rabies	DQ835599	2002-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
Lao1	rabies	AB981665	2011-11-01	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao10	rabies	AB981670	2011-02-21	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao11	rabies	AB981671	2012-03-12	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao12	rabies	AB981672	2012-03-07	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao13	rabies	AB981673	2012-02-02	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao17	rabies	AB981674	2012-02-17	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao2	rabies	AB981663	2011-11-04	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao21	rabies	AB981675	2012-03-04	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao22	rabies	AB981676	2012-03-07	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao23	rabies	AB981677	2012-03-02	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao3	rabies	AB981666	2011-11-07	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao4	rabies	AB981664	2011-10-18	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao5	rabies	AB981667	2011-09-01	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao7	rabies	AB981668	2011-10-02	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lao8	rabies	AB981669	2011-06-13	southeast_asia	laos	laos	laos	dog	genbank	genome	?	?	?	?	?
Lb1193	rabies	HQ385409	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lb198	rabies	HQ385421	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lb287	rabies	HQ341794	2009-XX-XX	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lb3215	rabies	HQ385418	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lb658_BA03	rabies	JF738332	2003-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lb679	rabies	HQ385420	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc03	rabies	HQ385408	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc101_BA01	rabies	JF738312	2001-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc1152_BA03	rabies	JF738326	2003-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc1236	rabies	HQ385422	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc1252	rabies	HQ385412	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc1320	rabies	HQ385419	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc1564	rabies	HQ341795	2009-XX-XX	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc189_BA00	rabies	JF738325	2000-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc205_BA00	rabies	JF738313	2000-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc210_BA02	rabies	JF738318	2002-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc2125	rabies	HQ385410	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc246_SF03	rabies	JF738317	2003-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc2593	rabies	HQ385415	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc298_BA02	rabies	JF738328	2002-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc299	rabies	HQ385414	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc3043	rabies	HQ385413	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc459_SF04	rabies	JF738334	2004-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc533_BA02	rabies	JF738323	2002-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc543	rabies	HQ385416	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc597_BA00	rabies	JF738330	2000-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc608_BA00	rabies	JF738309	2000-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc667_ER03	rabies	JF738306	2003-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Lc804	rabies	HQ385417	?	south_america	chile	chile	chile	bat	genbank	genome	?	?	?	?	?
Lc9501_BA01	rabies	JF738324	2001-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Le1050_SF05	rabies	JF738305	2005-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Le143_SF97	rabies	JF738319	1997-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Le144_ER99	rabies	JF738320	1999-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Le415_BA00	rabies	JF738311	2000-XX-XX	south_america	argentina	argentina	argentina	bat	genbank	genome	?	?	?	?	?
Leningrad_arch_2005	rabies	DQ462437	?	west_asia	russia	russia	russia	unknown	genbank	genome	?	?	?	?	?
Leningrad_archive/2005	rabies	DQ468342	?	west_asia	russia	russia	russia	unknown	genbank	genome	?	?	?	?	?
Lipu27	rabies	JF972386	2007-05-19	china	china	china	china	bat	genbank	genome	?	?	?	?	?
Lipu41	rabies	JF972387	2007-04-08	china	china	china	china	bat	genbank	genome	?	?	?	?	?
Lipu98	rabies	JF972388	2007-04-08	china	china	china	china	bat	genbank	genome	?	?	?	?	?
LuoH	rabies	FJ602453	2007-XX-XX	china	china	china	china	human	genbank	genome	?	?	?	?	?
Lysvulpen	rabies	KC178555	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
M/1996/L/POL	rabies	JN190372	1996-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
M/1996/P/POL	rabies	JN596886	1996-XX-XX	europe	poland	poland	poland	dog	genbank	genome	?	?	?	?	?
M/2001/L/1/POL	rabies	JN190381	2001-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
M/2001/L/POL	rabies	JN596898	2001-XX-XX	europe	poland	poland	poland	fox	genbank	genome	?	?	?	?	?
M0218288	rabies	KM366256	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0316063	rabies	KM366298	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0506147	rabies	KM366260	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0516129	rabies	KM366209	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0805218	rabies	KM366305	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0830377	rabies	KM366233	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M0906103	rabies	KM366300	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M1002140	rabies	KM366215	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M1102092	rabies	KM366247	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M1213229	rabies	KM366277	2002-XX-XX	southeast_asia	cambodia	cambodia	cambodia	dog	genbank	genome	?	?	?	?	?
M29DG	rabies	AF369313	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
M4VB	rabies	AF369366	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
MA20035142	rabies	MG562518	2003-XX-XX	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
MA514203R	rabies	AY854608	2003-XX-XX	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
MAD1_DG	rabies	AF325478	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
MAL1_HM	rabies	AF325487	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
MAU1_CL	rabies	AF325483	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
ME20130002	rabies	MF143191	2013-01-03	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130025	rabies	MF143192	2013-02-04	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130034	rabies	MF143193	2013-02-13	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130052	rabies	MF143194	2013-02-28	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130064	rabies	MF143195	2013-03-21	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130067	rabies	MF143196	2013-03-22	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130098	rabies	MF143197	2013-04-12	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130101	rabies	MF143198	2013-04-17	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130102	rabies	MF143199	2013-04-17	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130109	rabies	MF143200	2013-04-25	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130110	rabies	MF143201	2013-04-26	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130113	rabies	MF143202	2013-04-30	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130157	rabies	MF143203	2013-06-06	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
ME20130158	rabies	MF143204	2013-06-10	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130187	rabies	MF143205	2013-06-25	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130233	rabies	MF143206	2013-07-19	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130247	rabies	MF143207	2013-07-31	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
ME20130332	rabies	MF143208	2013-08-19	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20130425	rabies	MF143209	2013-10-11	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130444	rabies	MF143210	2013-10-28	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130491	rabies	MF143211	2013-12-20	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20130498	rabies	MF143212	2013-12-31	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20140038	rabies	MF143213	2014-02-27	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140079	rabies	MF143214	2014-04-22	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20140084	rabies	MF143215	2014-05-02	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140090	rabies	MF143216	2014-05-07	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
ME20140091	rabies	MF143217	2014-05-08	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140095	rabies	MF143218	2014-05-13	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140103	rabies	MF143219	2014-05-22	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140137	rabies	MF143220	2014-06-13	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
ME20140169	rabies	MF143221	2014-06-26	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
ME20140197	rabies	MF143222	2014-07-11	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
MEX1_DG	rabies	AF325477	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
MEX2_VP	rabies	AF325492	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
MEXSK13938	rabies	JQ685954	2007-XX-XX	north_america	mexico	mexico	mexico	skunk	genbank	genome	?	?	?	?	?
MEXSK3636	rabies	JQ685975	2009-XX-XX	north_america	mexico	mexico	mexico	skunk	genbank	genome	?	?	?	?	?
MEXSK3644	rabies	JQ685929	2009-XX-XX	north_america	mexico	mexico	mexico	skunk	genbank	genome	?	?	?	?	?
MGL_10	rabies	AB570997	2006-XX-XX	west_asia	mongolia	mongolia	mongolia	cattle	genbank	genome	?	?	?	?	?
MGL_11	rabies	AB570998	2006-XX-XX	west_asia	mongolia	mongolia	mongolia	cattle	genbank	genome	?	?	?	?	?
MGL_12	rabies	AB570999	2006-XX-XX	west_asia	mongolia	mongolia	mongolia	camel	genbank	genome	?	?	?	?	?
MGL_13	rabies	AB571000	2008-XX-XX	west_asia	mongolia	mongolia	mongolia	cattle	genbank	genome	?	?	?	?	?
MGL_17	rabies	AB571001	2006-XX-XX	west_asia	mongolia	mongolia	mongolia	cattle	genbank	genome	?	?	?	?	?
